0.000000	79.039656	NS     
79.039656	183.721062	S	
183.721062	192.524297	NS
192.524297	197.111241	S
197.111241	201.664966	NS
201.664966	206.218691	S
206.218691	209.796618	NS
209.796618	212.398746	S
212.398746	226.385188	NS
226.385188	297.618458	S
297.618458	304.123779	NS
304.123779	328.844001	S
328.869841	333.072460	NS
333.072460	339.903047	S
339.903047	348.034699	NS
348.034699	352.263158	S
352.263158	358.117947	NS
358.117947	361.045342	S
361.045342	371.779123	NS
371.779123	392.596151	S
392.596151	407.558391	NS
407.568266	446.265054	S
446.265054	462.203091	NS
462.203091	469.033679	NS
469.033679	476.514798	S
476.514798	482.369588	NS
482.369588	485.947515	S
485.947515	495.705497	NS
495.705497	509.366672	S
509.366672	515.221461	NS
515.221461	547.748069	S
547.748069	557.831317	NS
557.831317	561.083978	S
561.083978	566.938767	NS
566.938767	575.395685	S
575.395685	582.226272	NS
582.226272	597.839044	S
597.839044	602.067503	NS
602.067503	613.451816	S
613.451816	619.306605	NS
619.306605	631.016184	S
631.016184	649.556350	NS
649.556350	661.591195	S
661.591195	666.470186	NS
666.470186	687.937747	S
687.937747	693.792536	NS
693.792536	698.346261	S
698.346261	701.598922	NS
701.598922	704.201050	S
704.201050	707.128445	NS
707.128445	729.571804	S
729.571804	735.101327	NS
735.101327	753.966760	S
753.966760	808.936726	NS
808.936726	815.116781	S
815.116781	844.715994	NS
844.715994	869.761482	S
869.761482	879.194198	NS
879.194198	882.121593	S
882.121593	884.073189	NS
884.073189	900.661759	S
900.661759	911.070273	NS
911.070273	915.949264	S
915.949264	919.201925	NS
919.201925	952.053799	S
952.053799	967.341304	NS
967.341304	979.701415	S
979.701415	1020.034408	NS
1020.034408	1026.214463	S
1026.214463	1030.442922	NS
1030.442922	1032.719785	S
1032.719785	1045.405162	NS
1045.405162	1060.367401	S
1060.367401	1066.222191	NS
1066.222191	1075.329641	S
1075.329641	1083.461293	NS
1083.461293	1085.087623	S
1085.087623	1088.015018	NS
1088.015018	1095.170871	S
1095.170871	1098.098266	NS
1098.098266	1110.783643	S
1110.783643	1112.084707	NS
1112.084707	1116.638432	S
1116.638432	1122.493221	NS
1122.493221	1124.444818	S
1124.444818	1126.721680	NS
1126.721680	1128.348011	S
1128.348011	1135.829130	NS
1135.829130	1161.199884	S
1161.199884	1166.404141	NS
1166.404141	1173.234729	S
1173.234729	1184.944308	S
1173.234729	1175.836858	NS
1184.944308	1188.196968	NS
1188.196968	1240.890072	S
1240.890072	1251.949119	NS
1251.949119	1257.478642	S
1257.478642	1266.260826	NS
1266.260826	1272.115615	S
1272.115615	1291.306314	NS
1291.306314	1293.583176	S
1293.583176	1307.569617	NS
1307.569617	1312.773875	S
1312.773875	1319.279196	NS
1319.279196	1323.182389	S
1323.182389	1330.663509	NS
1330.663509	1334.241436	S
1334.241436	1363.515382	NS
1363.515382	1373.923897	S
1373.923897	1375.875493	NS
1375.875493	1389.211402	S
1389.211402	1399.294650	NS
1399.294650	1413.606358	S
1413.606358	1429.219129	NS
1429.219129	1453.288819	S
1453.288819	1471.503719	NS
1471.503719	1476.707976	S
1476.707976	1482.237499	NS
1482.237499	1484.189096	S
1484.189096	1489.718619	NS
1489.718619	1507.933519	S
1507.933519	1554.771834	NS
1554.771834	1568.758275	S
1568.758275	1576.564661	NS
1576.564661	1600.959616	S
1600.959616	1627.631434	NS
1627.631434	1637.389417	S
1637.389417	1646.822133	NS
1646.822133	1654.628518	S
1654.628518	1670.891822	NS
1670.891822	1676.421345	S
1676.421345	1678.372942	NS
1678.372942	1680.975070	S
1680.975070	1685.203529	NS
1685.203529	1807.828839	S
1807.828839	1814.008895	NS
1814.008895	1818.562620	S
1818.562620	1821.490014	NS
1821.490014	1827.019538	S
1827.019538	1858.245081	NS
1858.245081	1879.387376	S
1879.387376	1885.242165	NS
1885.242165	1898.903340	S
1898.903340	1928.177287	NS
1929.478351	1964.281821	S
1964.281821	1978.268262	NS
1978.268262	1984.448318	S
1984.448318	1992.579969	NS
1992.579969	2000.386355	S
2000.386355	2011.120136	NS
2011.120136	2017.300191	S
2017.300191	2019.251787	NS
2019.251787	2075.522818	S
2075.522818	2079.751277	NS
2079.751277	2086.581865	S
2086.581865	2096.990379	NS
2096.990379	2115.530545	S
2115.530545	2128.541188	NS
2128.541188	2132.444381	S
2132.444381	2138.949703	NS
2138.949703	2153.586676	S
2153.586676	2240.663061	NS
