0.000000	171.496268	NS
171.496268	172.620834	S
172.620834	200.594405	NS
200.594405	201.203545	S
201.203545	231.519962	NS
231.519962	233.066240	S
233.066240	277.439727	NS
277.439727	280.251142	S
280.251142	283.952837	NS
283.952837	285.967684	S
285.967684	288.263672	NS
288.263672	289.481952	S
289.481952	292.949363	NS
292.949363	298.197336	S
298.197336	301.336748	NS
301.336748	301.945888	S
301.945888	304.710446	NS
304.710446	307.662430	S
307.662430	309.021281	NS
309.021281	312.582405	S
312.582405	361.501013	NS
361.501013	367.826695	S
367.826695	370.731823	NS
370.731823	375.042658	S
375.042658	375.932939	NS
375.932939	377.854072	S
377.854072	379.072352	NS
379.072352	382.024337	S
382.024337	382.727190	NS
382.727190	384.648323	S
384.648323	410.466477	NS
410.466477	415.199025	S
415.199025	417.588727	NS
417.588727	428.084673	S
428.084673	429.021811	NS
429.021811	432.301795	S
432.301795	437.221770	NS
437.221770	439.470901	S
439.470901	441.017179	NS
441.017179	441.954317	S
441.954317	444.062877	NS
444.062877	445.421728	S
445.421728	450.201132	NS
450.201132	456.526814	S
456.526814	458.729088	NS
458.729088	460.650221	S
460.650221	462.383927	NS
462.383927	463.930205	S
463.930205	464.867343	NS
464.867343	467.163331	S
467.163331	469.506176	NS
469.506176	478.221560	S
478.221560	478.924414	NS
478.924414	479.627267	S
479.627267	497.386034	NS
497.386034	499.682022	S
499.682022	500.244305	NS
500.244305	504.086571	S
504.086571	506.007704	NS
506.007704	509.756257	S
509.756257	511.443105	NS
511.443105	514.207662	S
514.207662	515.144801	NS
515.144801	516.456794	S
516.456794	520.955057	NS
520.955057	522.220193	S
522.220193	593.020975	NS
593.020975	597.003812	S
597.003812	601.876930	NS
601.876930	604.875771	S
604.875771	606.187765	NS
606.187765	614.294009	S
614.294009	614.996863	NS
614.996863	616.215142	S
616.215142	618.042561	NS
618.042561	620.432263	S
620.432263	621.791114	NS
621.791114	623.337391	S
623.337391	623.899674	NS
623.899674	630.272213	S
630.272213	631.490493	NS
631.490493	635.239045	S
635.239045	640.159020	NS
640.159020	646.625273	S
646.625273	648.452692	NS
648.452692	650.326968	S
650.326968	727.125433	NS
727.125433	730.311703	S
730.311703	734.107112	NS
734.107112	738.417947	S
738.417947	756.317284	NS
756.317284	757.488707	S
757.488707	758.425845	NS
758.425845	761.096689	S
761.096689	782.322866	NS
782.322866	787.523982	S
787.523982	794.552518	NS
794.552518	798.160500	S
798.160500	809.781012	NS
809.781012	813.060995	S
813.060995	820.511243	NS
820.511243	824.494080	S
824.494080	830.398049	NS
830.398049	842.721415	S
842.721415	843.236841	NS
843.236841	854.576212	S
854.576212	856.637916	NS
856.637916	860.620752	S
860.620752	886.392049	NS
886.392049	892.670875	S
892.670875	894.123439	NS
894.123439	899.183984	S
899.183984	904.900526	NS
904.900526	911.882205	S
911.882205	913.147342	NS
913.147342	918.770170	S
918.770170	919.847879	NS
919.847879	921.066158	S
921.066158	925.470707	NS
925.470707	933.202096	S
933.202096	939.246637	NS
939.246637	941.355198	S
941.355198	942.760905	NS
942.760905	943.557472	S
943.557472	944.541467	NS
944.541467	946.509457	S
946.509457	949.789440	NS
949.789440	954.100275	S
954.100275	954.990557	NS
954.990557	958.598538	S
958.598538	960.660242	NS
960.660242	961.831665	S
961.831665	972.327611	NS
972.327611	975.326453	S
975.326453	1024.104490	NS
