0.000000	167.940536	NS
167.940536	169.035568	S
169.035568	197.239322	NS
197.239322	197.613236	S
197.613236	228.447738	NS
228.447738	229.409229	S
229.409229	274.399025	NS
274.399025	276.896232	S
276.896232	281.209590	NS
281.209590	281.650274	S
281.650274	282.711921	NS
282.711921	282.878847	S
282.878847	285.322638	NS
285.322638	286.284129	S
286.284129	290.009909	NS
290.009909	290.710997	S
290.710997	291.792675	NS
291.792675	294.924200	S
294.924200	298.015663	NS
298.015663	299.030570	S
299.030570	301.768151	NS
301.768151	302.816444	S
302.816444	303.724519	NS
303.724519	304.532439	S
304.532439	306.128248	NS
306.128248	306.341913	S
306.341913	306.916137	NS
306.916137	309.813966	S
309.813966	358.876747	NS
358.876747	364.912777	S
364.912777	368.091041	NS
368.091041	374.821483	S
374.821483	377.145087	NS
377.145087	378.854406	S
378.854406	380.136395	NS
380.136395	381.792297	S
381.792297	383.207826	NS
383.207826	383.715280	S
383.715280	407.966235	NS
407.966235	412.586737	S
412.586737	415.257547	NS
415.257547	416.325871	S
416.325871	417.340779	NS
417.340779	425.299793	S
425.299793	426.661906	NS
426.661906	429.813462	S
429.813462	434.807876	NS
434.807876	436.330238	S
436.330238	438.733967	NS
438.733967	438.947632	S
438.947632	441.591734	NS
441.591734	442.980555	S
442.980555	447.868138	NS
447.868138	454.117833	S
454.117833	456.468146	NS
456.468146	458.257589	S
458.257589	459.993615	NS
459.993615	461.409145	S
461.409145	462.744550	NS
462.744550	464.533992	S
464.533992	467.178094	NS
467.178094	470.276234	S
470.276234	471.211017	NS
471.211017	477.086800	S
477.086800	494.714146	NS
494.714146	496.690545	S
496.690545	498.399864	NS
498.399864	499.494896	S
499.494896	500.990549	NS
500.990549	501.337755	S
501.337755	503.821608	NS
503.821608	507.453910	S
507.453910	509.323477	NS
509.323477	511.193044	S
511.193044	512.929070	NS
512.929070	513.970686	S
513.970686	518.938393	NS
518.938393	520.033425	S
520.033425	591.370762	NS
591.370762	594.495609	S
594.495609	599.623565	NS
599.623565	602.481331	S
602.481331	604.457731	NS
604.457731	606.567671	S
606.567671	607.342206	NS
607.342206	612.443453	S
612.443453	613.217988	NS
613.217988	614.286312	S
614.286312	616.529792	NS
616.529792	617.250911	S
617.250911	620.081970	NS
620.081970	628.548438	S
628.548438	629.750302	NS
629.750302	633.329188	S
633.329188	638.590683	NS
638.590683	644.546590	S
644.546590	646.977027	NS
646.977027	648.686345	S
648.686345	715.029267	NS
715.029267	715.696970	S
715.696970	719.649768	NS
719.649768	720.077098	S
720.077098	725.846048	NS
725.846048	728.890771	S
728.890771	732.710030	NS
732.710030	735.327423	S
735.327423	736.395747	NS
736.395747	737.143574	S
737.143574	755.358499	NS
755.358499	755.892661	S
755.892661	757.575271	NS
757.575271	758.109433	S
758.109433	759.204465	NS
759.204465	759.605087	S
759.605087	768.765965	NS
768.765965	769.487084	S
769.487084	781.425605	NS
781.425605	786.286479	S
786.286479	792.990212	NS
792.990212	796.729347	S
796.729347	808.587743	NS
808.587743	812.033088	S
812.033088	819.725021	NS
819.725021	823.116950	S
823.116950	829.500186	NS
829.500186	832.625034	S
832.625034	834.815098	NS
834.815098	835.295844	S
835.295844	836.364168	NS
836.364168	853.671017	S
853.671017	855.807665	NS
855.807665	857.490275	S
857.490275	858.131270	NS
858.131270	859.092761	S
859.092761	885.907694	NS
885.907694	891.890309	S
891.890309	893.519503	NS
893.519503	898.380377	S
898.380377	904.389700	NS
904.389700	911.226973	S
911.226973	912.615795	NS
912.615795	918.144371	S
918.144371	919.372944	NS
919.372944	920.467976	S
920.467976	925.061770	NS
925.061770	926.423883	S
926.423883	927.171709	NS
927.171709	930.189725	S
930.189725	931.311465	NS
931.311465	932.540038	S
932.540038	938.869857	NS
938.869857	940.766133	S
940.766133	942.315202	NS
942.315202	942.689116	S
942.689116	944.104645	NS
944.104645	946.081045	S
946.081045	946.775455	NS
946.775455	947.176077	S
947.176077	949.392849	NS
949.392849	953.612729	S
953.612729	954.600929	NS
954.600929	958.072982	S
958.072982	960.289754	NS
960.289754	961.384786	S
961.384786	971.881070	NS
971.881070	974.845669	S
974.845669	1058.094818	NS
1058.094818	1060.899169	S
1060.899169	1061.887368	NS
1061.887368	1064.584887	S
1064.584887	1066.881783	NS
1066.881783	1067.683026	S
1067.683026	1167.464490	NS
